ID	taxonomy	Taxon	Taxon Level	Feeding	Lifestyle	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
Genus02222	Ascomycota;Pezizomycotina;Lecanoromycetes;Menegazzia	Menegazzia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02223	Ascomycota;Pezizomycotina;Lecanoromycetes;Metus	Metus	13	Symbiotroph	Lichenized	Thallus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02224	Ascomycota;Pezizomycotina;Lecanoromycetes;Micarea	Micarea	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02225	Ascomycota;Pezizomycotina;Lecanoromycetes;Myelochroa	Myelochroa	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02226	Ascomycota;Pezizomycotina;Lecanoromycetes;Myelorrhiza	Myelorrhiza	13	Symbiotroph	Lichenized	Thallus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02227	Ascomycota;Pezizomycotina;Lecanoromycetes;Neophyllis	Neophyllis	13	Symbiotroph	Lichenized	Thallus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02228	Ascomycota;Pezizomycotina;Lecanoromycetes;Nephroma	Nephroma	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02229	Ascomycota;Pezizomycotina;Lecanoromycetes;Nephromopsis	Nephromopsis	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Outline of Ascomycota ((http://www.fieldmuseum.org/myconet))'
Genus02231	Ascomycota;Pezizomycotina;Lecanoromycetes;Ochrolechia	Ochrolechia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02232	Ascomycota;Pezizomycotina;Lecanoromycetes;Orceolina	Orceolina	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Outline of Ascomycota ((http://www.fieldmuseum.org/myconet))'
Genus02234	Ascomycota;Pezizomycotina;Lecanoromycetes;Pannaria	Pannaria	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02235	Ascomycota;Pezizomycotina;Lecanoromycetes;Parmelia	Parmelia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02236	Ascomycota;Pezizomycotina;Lecanoromycetes;Parmeliella	Parmeliella	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02237	Ascomycota;Pezizomycotina;Lecanoromycetes;Parmelina	Parmelina	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02238	Ascomycota;Pezizomycotina;Lecanoromycetes;Parmeliopsis	Parmeliopsis	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02239	Ascomycota;Pezizomycotina;Lecanoromycetes;Parmotrema	Parmotrema	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02240	Ascomycota;Pezizomycotina;Lecanoromycetes;Peltigera	Peltigera	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02241	Ascomycota;Pezizomycotina;Lecanoromycetes;Pertusaria	Pertusaria	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02242	Ascomycota;Pezizomycotina;Lecanoromycetes;Petractis	Petractis	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02243	Ascomycota;Pezizomycotina;Lecanoromycetes;Phacopsis	Phacopsis	13	Pathotroph	Lichen Parasite	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02244	Ascomycota;Pezizomycotina;Lecanoromycetes;Phaeophyscia	Phaeophyscia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02245	Ascomycota;Pezizomycotina;Lecanoromycetes;Phaeopyxis	Phaeopyxis	13	Pathotroph	Lichen Parasite	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
Genus02246	Ascomycota;Pezizomycotina;Lecanoromycetes;Phlyctis	Phlyctis	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02247	Ascomycota;Pezizomycotina;Lecanoromycetes;Phyllobaeis	Phyllobaeis	13	Symbiotroph	Lichenized	Thallus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02248	Ascomycota;Pezizomycotina;Lecanoromycetes;Phyllopsora	Phyllopsora	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02249	Ascomycota;Pezizomycotina;Lecanoromycetes;Physcia	Physcia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02250	Ascomycota;Pezizomycotina;Lecanoromycetes;Physconia	Physconia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02251	Ascomycota;Pezizomycotina;Lecanoromycetes;Pilophorus	Pilophorus	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02252	Ascomycota;Pezizomycotina;Lecanoromycetes;Placopsis	Placopsis	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02253	Ascomycota;Pezizomycotina;Lecanoromycetes;Placynthium	Placynthium	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02254	Ascomycota;Pezizomycotina;Lecanoromycetes;Platismatia	Platismatia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02255	Ascomycota;Pezizomycotina;Lecanoromycetes;Pleopsidium	Pleopsidium	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02256	Ascomycota;Pezizomycotina;Lecanoromycetes;Pleurosticta	Pleurosticta	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Outline of Ascomycota ((http://www.fieldmuseum.org/myconet))'
Genus02257	Ascomycota;Pezizomycotina;Lecanoromycetes;Polychidium	Polychidium	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02258	Ascomycota;Pezizomycotina;Lecanoromycetes;Porpidia	Porpidia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02259	Ascomycota;Pezizomycotina;Lecanoromycetes;Protoblastenia	Protoblastenia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02260	Ascomycota;Pezizomycotina;Lecanoromycetes;Protopannaria	Protopannaria	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02261	Ascomycota;Pezizomycotina;Lecanoromycetes;Pseudephebe	Pseudephebe	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02262	Ascomycota;Pezizomycotina;Lecanoromycetes;Pseudevernia	Pseudevernia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02263	Ascomycota;Pezizomycotina;Lecanoromycetes;Pseudocyphellaria	Pseudocyphellaria	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02264	Ascomycota;Pezizomycotina;Lecanoromycetes;Psilolechia	Psilolechia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02265	Ascomycota;Pezizomycotina;Lecanoromycetes;Psora	Psora	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02266	Ascomycota;Pezizomycotina;Lecanoromycetes;Psoroma	Psoroma	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02267	Ascomycota;Pezizomycotina;Lecanoromycetes;Punctelia	Punctelia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02268	Ascomycota;Pezizomycotina;Lecanoromycetes;Pycnothelia	Pycnothelia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02269	Ascomycota;Pezizomycotina;Lecanoromycetes;Pyrrhospora	Pyrrhospora	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02270	Ascomycota;Pezizomycotina;Lecanoromycetes;Pyxine	Pyxine	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02271	Ascomycota;Pezizomycotina;Lecanoromycetes;Ramalina	Ramalina	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02272	Ascomycota;Pezizomycotina;Lecanoromycetes;Ramboldia	Ramboldia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02273	Ascomycota;Pezizomycotina;Lecanoromycetes;Rhizocarpon	Rhizocarpon	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02274	Ascomycota;Pezizomycotina;Lecanoromycetes;Rhizoplaca	Rhizoplaca	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02275	Ascomycota;Pezizomycotina;Lecanoromycetes;Rinodina	Rinodina	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02276	Ascomycota;Pezizomycotina;Lecanoromycetes;Rinodinella	Rinodinella	13	Symbiotroph	Lichenized	Thallus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02277	Ascomycota;Pezizomycotina;Lecanoromycetes;Romjularia	Romjularia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02278	Ascomycota;Pezizomycotina;Lecanoromycetes;Rusavskia	Rusavskia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02279	Ascomycota;Pezizomycotina;Lecanoromycetes;Santessonia	Santessonia	13	Symbiotroph	Lichenized	Thallus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02280	Ascomycota;Pezizomycotina;Lecanoromycetes;Sarcogyne	Sarcogyne	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02281	Ascomycota;Pezizomycotina;Lecanoromycetes;Scoliciosporum	Scoliciosporum	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02282	Ascomycota;Pezizomycotina;Lecanoromycetes;Siphula	Siphula	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02283	Ascomycota;Pezizomycotina;Lecanoromycetes;Sipmaniella	Sipmaniella	13	Symbiotroph	Lichenized	Thallus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02284	Ascomycota;Pezizomycotina;Lecanoromycetes;Solenopsora	Solenopsora	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02285	Ascomycota;Pezizomycotina;Lecanoromycetes;Solorina	Solorina	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02286	Ascomycota;Pezizomycotina;Lecanoromycetes;Sphaerophorus	Sphaerophorus	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02287	Ascomycota;Pezizomycotina;Lecanoromycetes;Sphinctrina	Sphinctrina	13	Pathotroph	Lichen Parasite	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
Genus02288	Ascomycota;Pezizomycotina;Lecanoromycetes;Sporastatia	Sporastatia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02289	Ascomycota;Pezizomycotina;Lecanoromycetes;Squamarina	Squamarina	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02290	Ascomycota;Pezizomycotina;Lecanoromycetes;Steineropsis	Steineropsis	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02291	Ascomycota;Pezizomycotina;Lecanoromycetes;Stereocaulon	Stereocaulon	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02292	Ascomycota;Pezizomycotina;Lecanoromycetes;Sticta	Sticta	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02293	Ascomycota;Pezizomycotina;Lecanoromycetes;Stictis	Stictis	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02294	Ascomycota;Pezizomycotina;Lecanoromycetes;Teloschistes	Teloschistes	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02295	Ascomycota;Pezizomycotina;Lecanoromycetes;Tephromela	Tephromela	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02296	Ascomycota;Pezizomycotina;Lecanoromycetes;Texosporium	Texosporium	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02297	Ascomycota;Pezizomycotina;Lecanoromycetes;Thamnolia	Thamnolia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02298	Ascomycota;Pezizomycotina;Lecanoromycetes;Thelocarpella	Thelocarpella	13	Symbiotroph	Lichenized	Thallus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02299	Ascomycota;Pezizomycotina;Lecanoromycetes;Thelomma	Thelomma	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02300	Ascomycota;Pezizomycotina;Lecanoromycetes;Tholurna	Tholurna	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02301	Ascomycota;Pezizomycotina;Lecanoromycetes;Toninia	Toninia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02302	Ascomycota;Pezizomycotina;Lecanoromycetes;Tornabea	Tornabea	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02303	Ascomycota;Pezizomycotina;Lecanoromycetes;Trapelia	Trapelia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02304	Ascomycota;Pezizomycotina;Lecanoromycetes;Trapeliopsis	Trapeliopsis	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02306	Ascomycota;Pezizomycotina;Lecanoromycetes;Umbilicaria	Umbilicaria	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02307	Ascomycota;Pezizomycotina;Lecanoromycetes;Usnea	Usnea	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02308	Ascomycota;Pezizomycotina;Lecanoromycetes;Vahliella	Vahliella	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02309	Ascomycota;Pezizomycotina;Lecanoromycetes;Varicellaria	Varicellaria	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02310	Ascomycota;Pezizomycotina;Lecanoromycetes;Vulpicida	Vulpicida	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02312	Ascomycota;Pezizomycotina;Lecanoromycetes;Xanthodactylon	Xanthodactylon	13	Symbiotroph	Lichenized	Thallus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02313	Ascomycota;Pezizomycotina;Lecanoromycetes;Xanthomendoza	Xanthomendoza	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02314	Ascomycota;Pezizomycotina;Lecanoromycetes;Xanthoparmelia	Xanthoparmelia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02315	Ascomycota;Pezizomycotina;Lecanoromycetes;Xanthoria	Xanthoria	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02316	Ascomycota;Pezizomycotina;Lecanoromycetes;Xylographa	Xylographa	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus02317	Ascomycota;Pezizomycotina;Leotiomycetes;Acephala	Acephala	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Possible	NULL	b'Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as ECM/not ECM)'
Genus02319	Ascomycota;Pezizomycotina;Leotiomycetes;Antarctomyces	Antarctomyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02320	Ascomycota;Pezizomycotina;Leotiomycetes;Articulospora	Articulospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02321	Ascomycota;Pezizomycotina;Leotiomycetes;Ascocoryne	Ascocoryne	13	Saprotroph	Undefined Saprotroph	Tremelloid-Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02323	Ascomycota;Pezizomycotina;Leotiomycetes;Botryotinia	Botryotinia	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus02325	Ascomycota;Pezizomycotina;Leotiomycetes;Bryoglossum	Bryoglossum	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
